SALES_ID,ORDER_ID,ORDER_DATE,CLOSE_DATE,CUSTOMER_ID,PRODUCT_ID,QUANTITY,UNIT_PRICE,DISCOUNT_AMT,TAX_AMT,TOTAL_AMOUNT,CURRENCY,SALES_CHANNEL,STATUS,RETURN_FLAG,SALES_REP_ID,DEPARTMENT_ID,DEPARTMENT_NAME,REGION_CODE,REGION_NAME,MARKET_AREA_CODE,MARKET_AREA_NAME,SOURCE_SYSTEM,BATCH_ID,INGEST_TS,RECORD_HASH,IS_DELETED
269,ORD-100269,2021-09-18,2021-10-05,CUST-6221,SKU-496,11.9,172.34,87.06,164.07,2127.86,JPY,Online,Won,false,94,SLS,Sales,NA,North America,EU-WEST,Europe - West,CRM,CRMLOAD-4787,2025-09-24 04:58:31.000,35U7sQUvPFVRoFCz,False
270,ORD-100270,2025-12-31,2026-02-26,CUST-5953,SKU-701,26.33,889.73,68.1,1874.13,25232.62,EUR,Direct,Closed,false,230,SLS,Sales,APAC,Asia Pacific,APAC-SOUTH,APAC - South,CRM,CRMLOAD-2983,2025-09-24 04:58:31.000,P1y29xvqp12KvstI,False
271,ORD-100271,2021-10-15,2021-10-30,CUST-2872,SKU-842,49.51,322.32,41.87,1276.65,17192.84,CAD,Partner,Lost,false,62,SLS,Sales,APAC,Asia Pacific,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-9564,2025-09-24 04:58:31.000,Ee8kYMIN6ZzcJHH8,False
272,ORD-100272,2024-11-18,2024-12-10,CUST-8528,SKU-789,9.88,469.07,94.76,370.75,4910.4,GBP,Online,Won,false,144,SLS,Sales,NA,North America,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-5850,2025-09-24 04:58:31.000,9sZ9VVnLaChfD2zw,False
273,ORD-100273,2025-03-28,2025-04-15,CUST-7885,SKU-887,12.8,779.56,89.44,798.27,10687.2,JPY,Partner,Closed,false,116,SLS,Sales,NA,North America,EU-NORTH,Europe - North,CRM,CRMLOAD-3169,2025-09-24 04:58:31.000,n5ik25b82AnzxHu9,False
274,ORD-100274,2022-05-31,2022-06-07,CUST-3696,SKU-497,33.04,805.36,10,2128.73,28727.82,INR,Partner,Won,false,98,SLS,Sales,EMEA,"Europe, Middle East & Africa",APAC-SOUTH,APAC - South,CRM,CRMLOAD-8387,2025-09-24 04:58:31.000,EhgA8AHH4OjY2GHb,False
275,ORD-100275,2023-04-07,2023-04-12,CUST-1263,SKU-314,33.58,651.85,56.85,1751.13,23583.4,USD,Direct,Won,false,127,SLS,Sales,APAC,Asia Pacific,US-WEST,United States - West,CRM,CRMLOAD-4186,2025-09-24 04:58:31.000,l1G1vYClLq1jzTqk,False
276,ORD-100276,2022-07-29,2022-09-18,CUST-9171,SKU-638,29.65,738.15,83.32,1750.89,23553.72,USD,Direct,Won,false,252,SLS,Sales,LATAM,Latin America,EU-NORTH,Europe - North,CRM,CRMLOAD-5701,2025-09-24 04:58:31.000,9HSKNBhrQNPvi8OC,False
277,ORD-100277,2021-07-16,2021-09-02,CUST-1754,SKU-601,17.95,39.39,63.56,56.56,700.05,JPY,Online,Won,false,216,SLS,Sales,NA,North America,APAC-NORTH,APAC - North,CRM,CRMLOAD-5722,2025-09-24 04:58:31.000,FRVAHdcP5QQ9LPah,False
278,ORD-100278,2024-12-26,2025-01-29,CUST-9893,SKU-922,38.88,966.35,31.58,3005.74,40545.85,JPY,Online,Closed,false,136,SLS,Sales,EMEA,"Europe, Middle East & Africa",APAC-SOUTH,APAC - South,CRM,CRMLOAD-5055,2025-09-24 04:58:31.000,JlyFWIv8ekv8CyZo,False
279,ORD-100279,2025-06-27,2025-08-08,CUST-8128,SKU-924,4.72,600.93,93.97,226.91,2969.33,CAD,Direct,Lost,false,315,SLS,Sales,NA,North America,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-5354,2025-09-24 04:58:31.000,KZoIPHwWEEBbVqCI,False
280,ORD-100280,2021-12-08,2022-01-07,CUST-4533,SKU-382,45.04,165.94,73.89,597.92,7997.97,AUD,Online,Closed,false,183,SLS,Sales,EMEA,"Europe, Middle East & Africa",EU-WEST,Europe - West,CRM,CRMLOAD-4181,2025-09-24 04:58:31.000,wQo7esTOsrSxX4jP,False
281,ORD-100281,2022-04-23,2022-06-04,CUST-9876,SKU-554,28.71,896.54,63.49,2059.17,27735.34,USD,Online,Closed,false,9,SLS,Sales,LATAM,Latin America,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-6896,2025-09-24 04:58:31.000,3cDV1GfPIvelFnIN,False
282,ORD-100282,2022-12-18,2023-01-10,CUST-4633,SKU-499,7.26,650.15,22.45,377.61,5075.25,AUD,Partner,Won,false,113,SLS,Sales,APAC,Asia Pacific,APAC-SOUTH,APAC - South,CRM,CRMLOAD-5621,2025-09-24 04:58:31.000,8pQGSM3IBdsPvxcL,False
283,ORD-100283,2022-11-24,2022-12-10,CUST-2033,SKU-348,7.3,623.81,52.21,364.31,4865.91,EUR,Direct,Closed,false,80,SLS,Sales,EMEA,"Europe, Middle East & Africa",US-WEST,United States - West,CRM,CRMLOAD-2957,2025-09-24 04:58:31.000,kMA6ZrqFzXl1Ky7v,False
284,ORD-100284,2025-04-29,2025-06-07,CUST-8422,SKU-523,48.21,893.4,98.32,3445.67,46418.16,INR,Online,Closed,false,153,SLS,Sales,NA,North America,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-6460,2025-09-24 04:58:31.000,WsVhyJtaJMPkecHc,False
285,ORD-100285,2022-02-22,2022-03-09,CUST-4205,SKU-693,25.44,387.47,68.51,788.58,10577.31,EUR,Direct,WON?,false,217,SLS,Sales,APAC,Asia Pacific,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-4813,2025-09-24 04:58:31.000,57pbR3vsXIKSGYIT,False
286,ORD-100286,2021-01-23,2021-02-04,CUST-4431,SKU-388,24.6,905.16,48.71,1781.35,23999.58,JPY,Partner,Closed,false,40,SLS,Sales,APAC,Asia Pacific,APAC-NORTH,APAC - North,CRM,CRMLOAD-3969,2025-09-24 04:58:31.000,k18lrpLRpZCEwCcc,False
287,ORD-100287,2021-04-26,2021-05-14,CUST-6909,SKU-405,31.52,480.21,78.24,1210.9,16268.88,GBP,Online,Open,false,211,SLS,Sales,APAC,Asia Pacific,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-3076,2025-09-24 04:58:31.000,npnAryMmGHrGUNXN,False
288,ORD-100288,2025-12-24,2026-01-01,CUST-1623,SKU-831,7.68,801.83,64.36,492.64,6586.33,AUD,Partner,Won,false,135,SLS,Sales,NA,North America,EU-NORTH,Europe - North,CRM,CRMLOAD-9619,2025-09-24 04:58:31.000,Lw5qCgJQFxcNcVM1,False
289,ORD-100289,2024-09-15,2024-11-02,CUST-2181,SKU-667,34.47,-38.41,23.87,2354.19,31757.7,CAD,Direct,Open,false,235,SLS,Sales,NA,North America,APAC-SOUTH,APAC - South,CRM,CRMLOAD-9595,2025-09-24 04:58:31.000,W9m7rATYvtGDysa5,False
290,ORD-100290,2022-12-17,2023-02-13,CUST-2713,SKU-370,45.8,633.22,10.99,2320.12,31310.61,EUR,Direct,Won,false,101,SLS,Sales,NA,North America,APAC-NORTH,APAC - North,CRM,CRMLOAD-5981,2025-09-24 04:58:31.000,EjFQZAncKG9pdGRo,False
291,ORD-100291,2022-07-19,2022-07-28,CUST-9684,SKU-951,10.24,846.76,57.47,693.67,9307.02,GBP,Online,Open,false,12,SLS,Sales,NA,North America,EU-NORTH,Europe - North,CRM,CRMLOAD-8591,2025-09-24 04:58:31.000,Vtv5qR4sWt8ikRvC,False
292,ORD-100292,2025-10-21,2025-12-14,CUST-2601,SKU-750,8.81,-20.97,61.66,169.14,2221.7,EUR,Direct,Closed,false,112,SLS,Sales,EMEA,"Europe, Middle East & Africa",LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-8211,2025-09-24 04:58:31.000,OdW6sWt37Rzvl25R,False
293,ORD-100293,2022-02-03,2022-02-24,CUST-8988,SKU-647,39.54,422.07,35.97,1335.09,17987.77,JPY,Direct,Won,false,211,SLS,Sales,NA,Asia Pacific,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-4955,2025-09-24 04:58:31.000,9RIqkERF03dRIcbS,False
294,ORD-100294,2022-01-02,2022-03-03,CUST-5936,SKU-918,24.96,946.77,19.11,1890.51,25502.78,GBP,Partner,Closed,false,26,SLS,Sales,NA,North America,EU-NORTH,Europe - North,CRM,CRMLOAD-3815,2025-09-24 04:58:31.000,vQeExjA8c7vXYKM8,False
295,ORD-100295,2023-06-30,2023-07-22,CUST-7317,SKU-708,40.6,492.12,32.41,1598.41,21546.07,INR,Online,Closed,false,90,SLS,Sales,NA,North America,US-WEST,United States - West,CRM,CRMLOAD-1650,2025-09-24 04:58:31.000,ulFCv0OL6GHvoOqB,False
296,ORD-100296,2023-07-25,2023-08-01,CUST-6337,SKU-127,30.58,381.73,70.97,933.86,12536.19,GBP,Partner,Won,false,196,SLS,Sales,APAC,Asia Pacific,EU-WEST,Europe - West,CRM,CRMLOAD-7976,2025-09-24 04:58:31.000,gsE1KCM5xlHipOBl,False
297,ORD-100297,2021-01-04,2021-03-01,CUST-9400,SKU-536,48.65,844.84,63.59,3288.12,44326,CAD,Direct,Won,false,22,SLS,Sales,LATAM,Latin America,US-EAST,United States - East,CRM,CRMLOAD-3585,2025-09-24 04:58:31.000,O5oEJuKK5CzIabb2,False
298,ORD-100298,2025-11-12,2025-12-06,CUST-8928,SKU-793,38.09,273.76,61.46,834.2,11200.26,EUR,Partner,Lost,false,270,SLS,Sales,EMEA,"Europe, Middle East & Africa",EU-WEST,Europe - West,CRM,CRMLOAD-2989,2025-09-24 04:58:31.000,OB50m2NKmLdW8OSh,False
299,ORD-100299,2024-08-19,2024-10-04,CUST-1647,SKU-847,14.77,936.38,71.04,1106.43,14865.72,EUR,Direct,Won,false,168,SLS,Sales,EMEA,"Europe, Middle East & Africa",LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-8815,2025-09-24 04:58:31.000,ycSHnHe60T9lE74N,False
300,ORD-100300,2021-08-16,2021-09-25,CUST-5040,SKU-376,25.23,560.8,53.76,1131.92,15227.14,GBP,Online,Closed,false,155,SLS,Sales,LATAM,Latin America,APAC-SOUTH,APAC - South,CRM,CRMLOAD-7576,2025-09-24 04:58:31.000,km8hcyIO14aXnLZh,False
301,ORD-100301,2024-01-16,2024-02-11,CUST-3206,SKU-810,46.63,419.9,63.97,1566.39,21082.36,AUD,Partner,Open,false,56,SLS,Sales,APAC,Asia Pacific,EU-WEST,Europe - West,CRM,CRMLOAD-1365,2025-09-24 04:58:31.000,fFoHxl5Q2Dr1m7Yg,False
302,ORD-100302,2023-01-18,2023-01-20,CUST-4376,SKU-962,41.99,371.39,25.57,1247.57,16816.67,CAD,Direct,Won,false,146,SLS,Sales,APAC,Asia Pacific,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-6475,2025-09-24 04:58:31.000,lMHn1iWe3qRPPVqB,False
303,ORD-100303,2024-04-27,2024-06-04,CUST-7565,SKU-615,35.9,419.68,35.44,1205.32,16236.39,JPY,Partner,Lost,false,75,SLS,Sales,LATAM,Latin America,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-6367,2025-09-24 04:58:31.000,WPbItFZfw9ujWpMR,False
304,ORD-100304,2024-11-28,2024-11-28,CUST-4267,SKU-248,22.64,622.16,88.65,1126.86,13314.36,USD,Partner,Closed,false,76,SLS,Sales,APAC,Asia Pacific,EU-WEST,Europe - West,CRM,CRMLOAD-4982,2025-09-24 04:58:31.000,YoKvswMwuw08VVxT,False
305,ORD-100305,2024-10-09,2024-10-30,CUST-6045,SKU-772,49.4,255.08,0.2,1008.08,13608.83,CAD,Partner,Won,false,163,SLS,Sales,EMEA,"Europe, Middle East & Africa",US-EAST,United States - East,CRM,CRMLOAD-4243,2025-09-24 04:58:31.000,NRpNHA45E6kLRzmg,False
306,ORD-100306,2022-02-27,2022-03-27,CUST-9725,SKU-916,8.25,750.91,7.08,495.6,6683.53,INR,Online,Open,false,58,SLS,Sales,LATAM,Latin America,US-WEST,United States - West,CRM,CRMLOAD-8297,2025-09-24 04:58:31.000,urW2IGMyAeKXvRTQ,False
307,ORD-100307,2021-12-22,2022-01-03,CUST-3739,SKU-911,22.84,609.55,88.23,1113.77,14947.66,USD,Partner,Won,false,99,SLS,Sales,APAC,Asia Pacific,EU-NORTH,Europe - North,CRM,CRMLOAD-3571,2025-09-24 04:58:31.000,8r08jNELw526Rnv1,False
308,ORD-100308,2021-02-20,2021-03-08,CUST-9964,SKU-499,42.64,743.37,76.61,2535.78,34156.47,JPY,Partner,Won,false,272,SLS,Sales,EMEA,"Europe, Middle East & Africa",US-EAST,United States - East,CRM,CRMLOAD-9432,2025-09-24 04:58:31.000,htPIhnQ6BG3TPHYu,False
309,ORD-100309,2021-04-20,2021-05-31,CUST-9521,SKU-251,40.7,684.53,9.98,2228.83,30079.22,INR,Online,Won,false,41,SLS,Sales,LATAM,Latin America,US-EAST,United States - East,CRM,CRMLOAD-6641,2025-09-24 04:58:31.000,RJGwW8fqVQWizDbJ,False
310,ORD-100310,2021-12-04,2022-01-16,CUST-8541,SKU-803,25.47,770.73,9.15,1570.44,21191.78,EUR,Online,Won,false,49,SLS,Sales,APAC,Asia Pacific,APAC-SOUTH,APAC - South,CRM,CRMLOAD-8063,2025-09-24 04:58:31.000,FOYYheF6Ip7GCYSv,False
311,ORD-100311,2021-09-05,2021-09-09,CUST-1261,SKU-145,6.91,622.05,85.75,343.87,4556.49,GBP,Partner,Closed,false,133,SLS,Sales,APAC,Asia Pacific,APAC-SOUTH,APAC - South,CRM,CRMLOAD-3716,2025-09-24 04:58:31.000,yZa3EZsoCzukbbjm,False
312,ORD-100312,2025-09-05,2025-09-12,CUST-6900,SKU-818,33.57,568.78,7.28,1527.52,20614.18,GBP,Partner,Won,false,190,SLS,Sales,LATAM,Latin America,US-EAST,United States - East,CRM,CRMLOAD-3142,2025-09-24 04:58:31.000,pNHKdorGtxEIwvJM,False
313,ORD-100313,2025-02-24,2025-03-22,CUST-6651,SKU-688,31.84,137.35,35.48,349.86,4687.6,JPY,Partner,Closed,false,138,SLS,Sales,APAC,Asia Pacific,US-WEST,United States - West,CRM,CRMLOAD-6991,2025-09-24 04:58:31.000,AP93C0c8Yv9c2PEX,False
314,ORD-100314,2022-09-21,2022-10-21,CUST-2784,SKU-215,33.04,707.53,98.67,1870.14,25148.26,CAD,Direct,Lost,false,156,SLS,Sales,LATAM,Latin America,EU-NORTH,Europe - North,CRM,CRMLOAD-6781,2025-09-24 04:58:31.000,bGd3DF92K33CDcAm,False
315,ORD-100315,2022-03-20,2022-03-26,CUST-7872,SKU-605,30.51,66.73,97.78,162.87,2101.02,EUR,Online,Closed,false,53,SLS,Sales,NA,North America,US-WEST,United States - West,CRM,CRMLOAD-2363,2025-09-24 04:58:31.000,TFlCDN4TCk2CYnUx,False
316,ORD-100316,2021-09-07,2021-09-15,CUST-8322,SKU-366,46.09,758.09,17.92,2795.23,37717.68,AUD,Partner,Won,false,39,SLS,Sales,APAC,Asia Pacific,US-EAST,United States - East,CRM,CRMLOAD-5105,2025-09-24 04:58:31.000,kXfNt7iEhhSWj9js,False
317,ORD-100317,2022-05-25,2022-07-05,CUST-5727,SKU-837,13.45,604.21,1.18,650.13,8775.57,AUD,Direct,Won,false,68,SLS,Sales,LATAM,Latin America,EU-WEST,Europe - West,CRM,CRMLOAD-3138,2025-09-24 04:58:31.000,6a46wzABK79aRZCB,False
318,ORD-100318,2023-02-14,2023-02-19,CUST-2850,SKU-240,27.92,253.08,48.38,565.28,7582.89,JPY,Direct,Won,false,43,SLS,Sales,EMEA,"Europe, Middle East & Africa",US-EAST,United States - East,CRM,CRMLOAD-7729,2025-09-24 04:58:31.000,lAJPAbMKsoO3UZsZ,False
319,ORD-100319,2022-01-10,2022-03-01,CUST-2181,SKU-997,23.93,515.99,28.43,987.81,13307.02,AUD,Direct,Open,false,266,SLS,Sales,NA,North America,EU-WEST,Europe - West,CRM,CRMLOAD-7104,2025-09-24 04:58:31.000,jfVzr0LmJLdGLl3x,False
320,ORD-100320,2024-02-22,2024-04-14,CUST-7556,SKU-516,16.52,442.83,97.97,585.24,7802.82,INR,Direct,Closed,false,132,SLS,Sales,NA,North America,US-WEST,United States - West,CRM,CRMLOAD-8154,2025-09-24 04:58:31.000,r76iV3P6q4WQCS6l,False
321,ORD-100321,2021-02-25,2021-04-14,CUST-2608,SKU-539,32.21,82.72,89.85,213.15,2787.71,AUD,Online,Lost,false,68,SLS,Sales,LATAM,Latin America,EU-WEST,Europe - West,CRM,CRMLOAD-2029,2025-09-24 04:58:31.000,fkmp4JwqhLsjx7w0,False
322,ORD-100322,2025-01-17,2025-01-21,CUST-7358,SKU-856,41.99,437.05,92.33,1468.14,19727.54,GBP,Online,Open,false,82,SLS,Sales,APAC,Asia Pacific,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-4465,2025-09-24 04:58:31.000,SskVfCwldsJFYN7n,False
323,ORD-100323,2022-09-14,2022-11-08,CUST-8808,SKU-656,18.23,159.93,28.06,233.24,3142.52,CAD,Online,Won,false,246,SLS,Sales,APAC,Asia Pacific,EU-WEST,Europe - West,CRM,CRMLOAD-3411,2025-09-24 04:58:31.000,KK5u0FVWsKCkx7ui,False
324,ORD-100324,2024-11-07,2024-12-18,CUST-7401,SKU-585,24.16,617.12,12.75,1192.77,16089.64,CAD,Online,Won,false,294,SLS,Sales,APAC,Asia Pacific,APAC-NORTH,APAC - North,CRM,CRMLOAD-6759,2025-09-24 04:58:31.000,I9hdvhcUZalnx9ey,False
325,ORD-100325,2023-12-17,2024-02-12,CUST-6483,SKU-128,10.87,349.69,70.44,304.09,4034.78,JPY,Direct,Open,false,177,SLS,Sales,EMEA,"Europe, Middle East & Africa",EU-WEST,Europe - West,CRM,CRMLOAD-3236,2025-09-24 04:58:31.000,DjcMmZ5hgxVRFdFl,False
326,ORD-100326,2022-03-12,2022-03-21,CUST-2212,SKU-568,10.98,886.55,37.67,778.75,10475.4,EUR,Online,Closed,false,185,SLS,Sales,APAC,Asia Pacific,US-EAST,United States - East,CRM,CRMLOAD-5424,2025-09-24 04:58:31.000,ey0SECywvDKjkNJE,False
327,ORD-100327,2023-12-02,2024-01-20,CUST-5998,SKU-923,18.36,996.64,29.8,1463.86,19732.37,XXX,Partner,Won,false,92,SLS,Sales,LATAM,Latin America,US-EAST,United States - East,CRM,CRMLOAD-7932,2025-09-24 04:58:31.000,8Os6vHrgV0W9waQP,False
328,ORD-100327,2022-11-21,2023-01-06,CUST-7726,SKU-635,32.21,970.64,10.92,2501.15,33754.54,JPY,Online,Won,false,109,SLS,Sales,NA,North America,EU-WEST,Europe - West,CRM,CRMLOAD-3701,2025-09-24 04:58:31.000,VpFGtzbjuQKSfn5i,False
329,ORD-100329,2021-12-22,2022-01-17,CUST-6376,SKU-554,28.24,-13.21,87.28,1063.07,14264.12,AUD,Online,Closed,false,231,SLS,Sales,EMEA,"Europe, Middle East & Africa",US-WEST,United States - West,CRM,CRMLOAD-2822,2025-09-24 04:58:31.000,SwzUuTQFtbStlndA,False
330,ORD-100330,2021-11-09,2021-11-11,CUST-3270,SKU-716,45.64,667.54,55.08,2437.32,32848.77,USD,Online,Won,false,234,SLS,Sales,EMEA,"Europe, Middle East & Africa",APAC-NORTH,APAC - North,CRM,CRMLOAD-2848,2025-09-24 04:58:31.000,WUNKp98qOUDrvjXG,False
331,ORD-100331,2024-01-01,2024-01-14,CUST-9147,SKU-730,27.4,47.22,2.05,103.51,1395.29,USD,Direct,Closed,false,82,SLS,Sales,APAC,Asia Pacific,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-2999,2025-09-24 04:58:31.000,6ucD4fVhp0bI7SAq,False
332,ORD-100332,2021-09-09,2021-10-31,CUST-6411,SKU-749,9.17,717.3,11.83,526.21,7092.02,AUD,Online,Closed,false,180,SLS,Sales,NA,North America,EU-WEST,Europe - West,CRM,CRMLOAD-2965,2025-09-24 04:58:31.000,YMm3HQnXrVlI4OGS,False
333,ORD-100333,2024-03-19,2024-03-25,CUST-9757,SKU-281,21.87,601.24,80.73,1051.93,14120.32,INR,Direct,Won,false,243,SLS,Sales,APAC,Asia Pacific,EU-WEST,Europe - West,CRM,CRMLOAD-7087,2025-09-24 04:58:31.000,edA8jBswny8iZXCQ,False
334,ORD-100334,2024-02-04,2024-04-02,CUST-1877,SKU-438,49.55,70.67,75.78,280.14,3706.06,AUD,Partner,Won,false,184,SLS,Sales,EMEA,"Europe, Middle East & Africa",EU-NORTH,Europe - North,CRM,CRMLOAD-2188,2025-09-24 04:58:31.000,Yu8jaId2WeaxV4lc,False
335,ORD-100335,,2025-07-07,CUST-2735,SKU-755,17.84,748.82,74.43,1068.72,14353.24,JPY,Direct,Closed,false,184,SLS,Sales,EMEA,"Europe, Middle East & Africa",EU-NORTH,Europe - North,CRM,CRMLOAD-8588,2025-09-24 04:58:31.000,4VQQqIatlgSBtWNP,False
336,ORD-100336,2024-12-04,2024-12-15,CUST-5555,SKU-173,31.97,250.14,85.83,639.76,8550.91,EUR,Direct,Won,false,176,SLS,Sales,EMEA,"Europe, Middle East & Africa",EU-WEST,Europe - West,CRM,CRMLOAD-1628,2025-09-24 04:58:31.000,LpR52xbwqRu0r35H,False
337,ORD-100337,,2021-03-27,CUST-5733,SKU-690,39.64,858.15,13.42,2721.37,36725.02,JPY,Online,Closed,false,207,SLS,Sales,NA,North America,EU-WEST,Europe - West,CRM,CRMLOAD-3562,2025-09-24 04:58:31.000,LF36dnZOs7xWlEbC,False
338,ORD-100338,2024-06-18,2024-07-16,CUST-2563,SKU-506,25.16,689.8,81.39,1388.43,18662.41,JPY,Online,Closed,false,121,SLS,Sales,APAC,Asia Pacific,APAC-NORTH,APAC - North,CRM,CRMLOAD-5863,2025-09-24 04:58:31.000,WZqONbeK9erBANGd,False
339,ORD-100339,2021-12-18,2021-12-31,CUST-6493,SKU-302,47.32,875.89,89.45,3315.77,44673.43,AUD,Partner,Open,false,219,SLS,Sales,NA,North America,US-WEST,United States - West,CRM,CRMLOAD-9858,2025-09-24 04:58:31.000,pLNa9qGXDh91Euat,False
340,ORD-100340,2024-10-03,2024-11-20,CUST-6131,SKU-613,25.56,615.71,59.52,1259,16937.03,INR,Online,Won,false,14,SLS,Sales,NA,North America,APAC-SOUTH,APAC - South,CRM,CRMLOAD-6176,2025-09-24 04:58:31.000,7gBX0HJHP8OnoEPX,False
341,ORD-100341,2022-07-13,2022-07-25,CUST-5369,SKU-227,4.98,38.71,62.8,15.42,145.4,EUR,Online,Open,false,169,SLS,Sales,EMEA,"Europe, Middle East & Africa",EU-NORTH,Europe - North,CRM,CRMLOAD-6751,2025-09-24 04:58:31.000,YLtH2T1oGVP1NEix,False
342,ORD-100342,2022-08-25,2022-09-29,CUST-6162,SKU-727,42.2,347.41,96.64,1172.86,15736.92,CAD,Online,Open,false,60,SLS,Sales,APAC,Asia Pacific,EU-WEST,Europe - West,CRM,CRMLOAD-1663,2025-09-24 04:58:31.000,rtsu6JMUdLWf5Eb8,False
343,ORD-100343,2023-04-17,2023-05-29,CUST-3370,SKU-471,41.49,978.56,3.37,3248.04,43845.12,GBP,Online,Closed,false,153,SLS,Sales,NA,North America,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-8835,2025-09-24 04:58:31.000,9LiAbxi9MLaa0K93,False
344,ORD-100344,2024-11-05,2024-12-18,CUST-4849,SKU-562,17.83,331.11,14.19,472.3,6361.8,EUR,Direct,Lost,false,186,SLS,Sales,EMEA,"Europe, Middle East & Africa",EU-NORTH,Europe - North,CRM,CRMLOAD-1892,2025-09-24 04:58:31.000,L4UjFKw6YTTChODR,False
345,ORD-100344,2025-11-27,2026-01-02,CUST-3580,SKU-970,-1.79,234.13,60.62,548.8,7348.19,JPY,Online,Open,false,151,SLS,Sales,LATAM,Latin America,EU-WEST,Europe - West,CRM,CRMLOAD-6579,2025-09-24 04:58:31.000,zvVX4zvFKPZNpVWZ,False
346,ORD-100346,2021-07-23,2021-08-17,CUST-5516,SKU-453,4.99,133.66,1.98,53.36,718.34,EUR,Partner,Open,false,350,SLS,Sales,EMEA,"Europe, Middle East & Africa",APAC-SOUTH,APAC - South,CRM,CRMLOAD-2423,2025-09-24 04:58:31.000,CkCTeuPMIrw5DrDh,False
347,ORD-100347,2024-03-16,2024-04-13,CUST-5557,SKU-889,47.12,656.27,0.41,2473.88,33396.91,AUD,Online,Closed,false,19,SLS,Sales,NA,North America,EU-WEST,Europe - West,CRM,CRMLOAD-9724,2025-09-24 04:58:31.000,WjkpQaNC69ODPTfv,False
348,ORD-100348,2022-08-11,2022-09-10,CUST-1849,SKU-766,30.57,403.15,18.08,985.94,13292.16,USD,Partner,Won,false,291,SLS,Sales,LATAM,Latin America,EU-NORTH,Europe - North,CRM,CRMLOAD-1373,2025-09-24 04:58:31.000,mCY64VL1tfFdDE1i,False
349,ORD-100349,2023-01-01,2023-02-18,CUST-7464,SKU-754,-2.75,642.43,52.56,304.77,4061.82,USD,Partner,Won,false,278,SLS,Sales,LATAM,Latin America,US-WEST,United States - West,CRM,CRMLOAD-5016,2025-09-24 04:58:31.000,peO7W9HhiDXGarKK,False
350,ORD-100350,2023-08-05,2023-09-05,CUST-3056,SKU-499,47.32,869.57,28.93,3291.84,44410.96,,Direct,Won,false,189,SLS,Sales,LATAM,Latin America,LATAM-SOUTH,LATAM - South,CRM,CRMLOAD-1407,2025-09-24 04:58:31.000,7z0Dl26KQIb8JHnP,False
351,ORD-100351,2025-10-17,2025-10-31,CUST-3848,SKU-727,7.47,847.77,73.03,506.63,6766.44,JPY,Partner,Lost,false,139,SLS,Sales,EMEA,"Europe, Middle East & Africa",US-EAST,United States - East,CRM,CRMLOAD-7858,2025-09-24 04:58:31.000,EbhKjmPfKgDWImWd,False
352,ORD-100352,2023-11-23,2023-11-29,CUST-8521,SKU-315,43.84,548.66,66.76,1924.26,25910.75,JPY,Partner,Lost,false,227,SLS,Sales,LATAM,Latin America,US-EAST,United States - East,CRM,CRMLOAD-8139,2025-09-24 04:58:31.000,h7Ph0zzWsQWPkhUL,False
353,ORD-100353,2023-01-14,2023-01-25,CUST-3776,SKU-199,46.92,560.84,98.83,2105.17,28320.95,EUR,Online,Won,false,161,SLS,Sales,NA,North America,APAC-NORTH,APAC - North,CRM,CRMLOAD-4294,2025-09-24 04:58:31.000,1iSlVsw5dlyv0K6i,False
354,ORD-100354,2022-06-25,2022-06-30,CUST-1929,SKU-505,9.85,322.57,22.27,254.19,3409.23,GBP,Online,Lost,false,163,SLS,Sales,EMEA,"Europe, Middle East & Africa",US-EAST,United States - East,CRM,CRMLOAD-2001,2025-09-24 04:58:31.000,PQfurjgo11Ltu3ih,False
355,ORD-100355,2025-06-15,2025-07-02,CUST-9672,SKU-550,12.74,723.31,35.11,737.2,9917.06,USD,Partner,Closed,false,73,SLS,Sales,LATAM,Latin America,EU-NORTH,Europe - North,CRM,CRMLOAD-5249,2025-09-24 04:58:31.000,v6ygKxt6PC5ll8gT,False
356,ORD-100356,2022-08-10,2022-09-26,CUST-5837,SKU-503,6.17,946.75,71.96,467.32,6236.81,GBP,Direct,Closed,false,131,SLS,Sales,NA,North America,EU-NORTH,Europe - North,CRM,CRMLOAD-1624,2025-09-24 04:58:31.000,iKtbVQ0w7JCcgSxJ,False
357,ORD-100357,2025-01-21,2025-02-01,CUST-5740,SKU-526,25.05,752.73,0.25,1508.47,20364.11,GBP,Online,Won,false,114,SLS,Sales,APAC,Asia Pacific,EU-NORTH,Europe - North,CRM,CRMLOAD-9384,2025-09-24 04:58:31.000,Zr8iV32k3atABet4,False
